User_SubFunctional_Area,User_Functional_Area,User_JobTitle,User_ProfileTitle,User_Industry,User_Experience (Years),User_Skills,Relevant_Degree,Releveant_Cert,Industry,Sector
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin network  and harware 2+ year experience it industries,,media   dotcom   entertainment,3,"sql server,windows 2003",0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assistant electronics engineer,network engineer,media   dotcom   entertainment,3,ccna,0,1,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant manager tech support  and presales,engineer:tech support ,media   dotcom   entertainment,3.17,"broadcast equipment,networking protocols,experience,broadcast & telecom,media and broadcast",1,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant manager tech support  and presales,engineer:tech support ,media   dotcom   entertainment,3.17,"broadcast equipment,networking protocols,networking protocols,experience,broadcast & telecom,media and broadcast",1,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,airtel closelooping process,,media   dotcom   entertainment,3.25,"pchardware,networkings,system administratio,ccna",0,1,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,broadcast engineer,media   dotcom   entertainment,3.25,good communication,0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assistance executive it,executive it,media   dotcom   entertainment,3.42,"hardware networking,hardwareand,networksecurity",0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application support team lead,,media   dotcom   entertainment,3.83,"ms office,accountancy,accounts payable and,accounts receivable,advertising,computer skills",0,0,media,dotcomentertainment
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,working desktop engineer,desktop engineer,media   dotcom   entertainment,3.92,desktop engineer,0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broadcast operator,broadcast operator,media   dotcom   entertainment,4,"online vedio editing,dsng operation,desk top support",0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,broadcast dsng rf engineer,broadcast dsng engineer,media   dotcom   entertainment,4.08,operation and mainta,0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,technical engg,media   dotcom   entertainment,4.17,"computer architecture,mpls,vrf,isdn,antivirus",0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,,media   dotcom   entertainment,4.25,"handling broadcast,audio video integrat",0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst,4 yrs exp as sccm administrator,media   dotcom   entertainment,4.33,"sql server,sccm 2012,active dirctory,wise package studio",0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,broadcasting engineer,broadcasting engg.,media   dotcom   entertainment,4.5,"telecommunications engineering,network planning,gsm,outdoor broadcasting",1,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin executive,,media   dotcom   entertainment,4.92,"database administrat,hrm,telemarketing,system administratio",0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administration executive.,,media   dotcom   entertainment,5,administration execu,0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,media   dotcom   entertainment,5,"pchardware,solarwinds,networkings",0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,broadcast engineer,media   dotcom   entertainment,5,"broadcast  network,cisco",0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,b tech; ece; 5 year experience in television broadcasting; it and networking.,media   dotcom   entertainment,5,broadcast; it; netwo,1,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,,media   dotcom   entertainment,5,broadcast engineer,0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,ae,rk,media   dotcom   entertainment,5.25,"windows 2003,pgdca,networkings,pchardware",0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,looking for good management position in a reputed organization,media   dotcom   entertainment,5.33,"telecommunications engineering,business development,dhcp,firewalls,transmission,wran,internet security,system administration,technical support,project planning,vendor management,project management,ipv6,sound,business analysis,team management,broadcasting,camera,new business develop,broadcasting television,broadcasting engineerin",1,1,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,activation department,,media   dotcom   entertainment,5.5,driving,0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrative,,media   dotcom   entertainment,6.08,,0,0,it,software
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant manager broadcast,assistant manager broadcast base band,media   dotcom   entertainment,6.08,"configuration management plan,broadcast engineer,broadcast engineer b,base band,assistant manager ba",0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant manager broadcast,assistant manager broadcast base band,media   dotcom   entertainment,6.08,"configuration management plan,broadcast engineer,broadcast engineer b,broadcast engineer,base band,assistant manager ba",0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,assistant engineer,b.com  computers  with 6+years experience in hardware and networking desktop engineer,media   dotcom   entertainment,6.5,"ethernet,system administration,assembling,anti virus server ed,backup maintence",0,0,media,dotcomentertainment
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrative assistant,it administrative assistant,media   dotcom   entertainment,7,"troubleshooting,troubleshooting in h,troubleshooting in h,troubleshooting in h,maintenenance,networkings,investigation",0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant manager,mba witth 7+ years of information security management consulting experience & service delivery manag,media   dotcom   entertainment,7,"risk management,it service management,active directory,mcse,information security,antivirus management",0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistantit manager,,media   dotcom   entertainment,7,"troubleshooting,ccna,investigation,pchardware",0,1,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,asst cas administrator,teleport engineer,media   dotcom   entertainment,7,"installation;configu,teleport or earth sa,ingest operations",0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broad casting opearetor,,media   dotcom   entertainment,7,"video editing,video editing,c++,camera,swicher,audio console",0,0,media,dotcomentertainment
"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,systems  and network support,system and network support,media   dotcom   entertainment,7.25,"cisco,netbackup,anti virus,adobe photoshop",0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant manager,deputy manager,media   dotcom   entertainment,7.42,hardware & networkin,0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,looking for good management position in a reputed organization,media   dotcom   entertainment,7.67,"telecommunications engineering,business development,dhcp,firewalls,wran,internet security,system administration,technical support,project planning,vendor management,project management,ipv6,sound,business analysis,team management,broadcasting,camera,new business develop,broadcasting television,broadcasting engineerin",1,1,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,broadcast engineer,media   dotcom   entertainment,8,"broadcast  network,cisco",0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,broadcast engineer,subrat kumar sahoo,media   dotcom   entertainment,8,"leased lines,rf engineer in satel,vsat,tdma,optical fiber",0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,asst manager,software testing,media   dotcom   entertainment,8.17,"rf telecommunication,rf compression telep",0,0,media,dotcomentertainment
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,asst manager,software testing,media   dotcom   entertainment,8.17,"rf telecommunication,rf compensation telep,rf teleport,compensation",0,0,media,dotcomentertainment
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,broadcast it marketing,resume for the post of assistent manager,media   dotcom   entertainment,8.17,"c++,instrumentation maintenance,gsm gprs and umts protocol testing,windows7,audio video standard,route planning,it networking",0,0,media,dotcomentertainment
