,User_SubFunctional_Area,User_Functional_Area,User_JobTitle,User_ProfileTitle,User_Industry,User_Experience (Years),User_Skills,Relevant_Degree,Releveant_Cert,Industry,Sector,Relevant_Skills,Relevant_Match_Score
10933,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aircel,,telecom   isp,6-12 exp,windows xp 2003,0,0,telecom,isp,0,0
10934,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,aircel india pvt ltd.,,telecom   isp,6-12 exp,"ericsson bts,,",0,0,telecom,isp,0,0
10935,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant engineer,be extc wid 2+ years of experience in packet core,telecom   isp,6-12 exp,"gsm,3g,packet core,gprs,wcdma,cisco,,evdo,sgsn",0,0,telecom,isp,0,0
10936,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant manager,2 years experience in vapt; kali linux; information security; ethical hacking; network security; tel,telecom   isp,6-12 exp,"network security,,,va pt",0,1,telecom,isp,0,0
10937,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant manager,assistant manager,telecom   isp,6-12 exp,"sql server,vlans,excellent",0,0,telecom,isp,0,0
10938,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,associate service engineer,operational & maintenance engineer,telecom   isp,6-12 exp,"network operation control,embedded systems,linux   general,windows nt server,,,,application integration architecture,microsoft access,,",0,0,telecom,isp,1,0.76
10939,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,associate service operation,b.tech in ece and years of experience in telecom,telecom   isp,6-12 exp,"xilinx,campaign analysis,mysql5.5",1,0,telecom,isp,0,0
10940,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,associate technical support engineer,associate technical support engineer,telecom   isp,6-12 exp,"asp.net,tcp ip,,vlans",1,0,telecom,isp,0,0
10941,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,atp engineer,b;tech 2+ experience of telecom fied,telecom   isp,6-12 exp,",microwave engineer,dslam",1,0,telecom,isp,0,0
10942,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,buisness,,telecom   isp,6-12 exp,,0,0,it,hardwarenetworking,0,0
10943,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,cctv engineer,pardeep kumar,telecom   isp,6-12 exp,,0,0,telecom,isp,0,0
10944,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,company cre,,telecom   isp,6-12 exp,pchardware,0,0,telecom,isp,0,0
10945,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,year exp network engineer tulip telecom ltd,2 yrs exp as a network engineer in tulip telecom ltd.,telecom   isp,6-12 exp,"gnoc,vlans,vrf,,hsrp,vrrp,cisco,bgp,smtp",0,1,telecom,isp,0,0
10946,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,alarm operator,,telecom   isp,6-12 exp,",,",1,0,telecom,isp,0,0
10947,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,back office executive,,telecom   isp,6-12 exp,,0,0,telecom,isp,0,0
10948,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bangalore;karnataka.rf engineer,b.tech with 2.3 yrs exp in rf engg,telecom   isp,6-12 exp,rf engg.,1,0,telecom,isp,0,0
10949,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bharti microwave project phase iii,b.e in electronics and communication,telecom   isp,6-12 exp,",tnms,,huawei im2000;im5000,sdh;pdh links,,nec sdh ; nec pdh mi,rtn 910 ; 950; 980",0,0,telecom,isp,0,0
10950,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bill delivery backend work,,telecom   isp,6-12 exp,,0,0,telecom,isp,0,0
10951,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer offrole nokia,,telecom   isp,6-12 exp,"2g bts nokia,3g bts nokia,4g bts fsmf nokia,",0,0,telecom,isp,0,0
10952,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,bss engineer,telecom   isp,6-12 exp,bss engineer,0,0,telecom,isp,0,0
10953,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,bss engineer,telecom   isp,6-12 exp,"multiplexer installe,emf survry",0,0,telecom,isp,0,0
10954,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,bss support engineer,telecom   isp,6-12 exp,",,,new site integration,electrical maintenan,,,telcom engineer;tran,rf engineer ;rf opti,electrical superviso,oss engineer; noc en,alarm rectification;,",1,0,telecom,isp,0,0
10955,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,omcr engineer having >2 yrs experience in zte; huawei; nortel technologies,telecom   isp,6-12 exp,"autom,network security,,gsm,3g,,,node b,optical fiber,gprs,bss; omcr; gsm; huaw",0,0,telecom,isp,0,0
10956,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,sovan c.v,telecom   isp,6-12 exp,"gsm;mw;optix rtn950;,gsm;mw;optix rtn950;,gsm;mw;optix rtn950;,gsm;mw;optix rtn950;,gsm;mw;optix rtn950;",0,0,telecom,isp,0,0
10957,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,visiting customer location site and check the rx level ; cell id,telecom   isp,6-12 exp,",gsm,vrf,3g,jboss,wcdma",1,0,telecom,isp,0,0
10958,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,b.tech,telecom company rf emf narda survay,telecom   isp,6-12 exp,telecom company,0,0,telecom,isp,0,0
10959,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bts engineer,bts; engineer at airtel 4g,telecom   isp,6-12 exp,"320000,300000,telecom networks bts,bts engineer",0,0,telecom,isp,0,0
10960,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,cad draftsman,diploma in civil engineering 1 year 9 months experiance in auto cadd 2d,telecom   isp,6-12 exp,"automated,automated,photo shop,photo shop",1,0,telecom,isp,0,0
10961,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,cad draftsman,diploma in civil engineering 1 year 9 months experiance in auto cadd 2d,telecom   isp,6-12 exp,"automated,photo shop",1,0,telecom,isp,0,0
10962,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,ccna network engineer,b.tech it; ccna ;with 2.3 years proffesional experience in routing & switching; networking;monitorin,telecom   isp,6-12 exp,"cisco routers,,firmware,tcp ip,isp;hsrp,ospf;eigrp",1,1,telecom,isp,0,0
10963,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,cessation management specialist,,telecom   isp,6-12 exp,"networkings,telecomm,vrf,telecomm network desi,system administratio",0,0,telecom,isp,0,0
10964,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,4 g lte packet core engineer,packet core data sgsn ;ggsn ;pdsn and red hat linux lte 4g sgw pgw mme pcrf,telecom   isp,6-12 exp,"c,windows7,3g,awareness,red hat linux,packet core data,packet core data,red hat linux admini,,networkings,nnoc experianced,4g lte",0,0,telecom,isp,0,0
10965,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,activation officer,activation officer,telecom   isp,6-12 exp,faultmanagement,0,0,telecom,isp,0,0
10966,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,application engineer,application engineer with 2+ years telecom experience,telecom   isp,6-12 exp,,0,0,telecom,isp,0,0
10967,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,area manager executive,network engineer,telecom   isp,6-12 exp,",gnoc,,isup,tcp ip,mpls,,networking;,ip networking,eosdh,mpls vpn",0,1,telecom,isp,0,0
10968,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,asset manager,telecom engineer having 2.3 years of experience,telecom   isp,6-12 exp,electrical work,0,0,telecom,isp,0,0
10969,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,asst manager,asst manager,telecom   isp,6-12 exp,",,",1,0,telecom,isp,0,0
10970,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,asterisk;pbx  and dialer;linux ;network; firewall  and utm device sonicwall,asterisk;pbx & dialer;linux ;network; firewall & utm device sonicwall ,telecom   isp,6-12 exp,"vlans,linux   general,windows7,networking ;asterisk,asteriks,sip,sonicwall,trained,ip pbx",0,0,telecom,isp,0,0
10971,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,atp engineer,atp engineer,telecom   isp,6-12 exp,telecom engineer,0,0,telecom,isp,0,0
10972,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,avaya system engineer,b.tech it  with 2.4 yrs of rich avaya aura and other avaya contact centre technology experience,telecom   isp,6-12 exp,",resolution,avamar,avamar aura contact c,,h.323,sip,ivr,avamar aura",1,0,telecom,isp,0,0
10973,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bss engineer,bss engineer   2 year,telecom   isp,6-12 exp,bss engineer,0,0,telecom,isp,0,0
10974,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bss network operation engineer,network management engineer.,telecom   isp,6-12 exp,"network monitoring &,specialty,resolution,switch operations,technical support  non voice,,bss network operatio",0,0,telecom,isp,0,0
10975,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bts engineer,bts engineer,telecom   isp,6-12 exp,"gsm,c;basic computer kno,bte instalation;inte,ericcsion bts",0,0,telecom,isp,0,0
10976,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,cluster lead engineer,engineer with 2.5 yrs of experience in telecom,telecom   isp,6-12 exp,"bts,3g",0,0,telecom,isp,0,0
10977,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,months exp. network system engineer ccna certified,mca with 32 months exp. as a network system engineer with ccna certified,telecom   isp,6-12 exp,",v,,troubleshooting,,network support,system support",1,1,telecom,isp,0,0
10978,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,alarm monitoring engineer,alarm monitoring engineer,telecom   isp,6-12 exp,,0,1,telecom,isp,0,0
10979,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,ams engineer,ams engineer in huawei telecommunication,telecom   isp,6-12 exp,"gsm,3g,kpi analysis; c;c++,jboss,telecommunications",0,0,telecom,isp,0,0
10980,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bsc engineer,bss bsc engineer,telecom   isp,6-12 exp,"telecom isp,networkings",1,0,telecom,isp,0,0
10981,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,bss engineer,telecom   isp,6-12 exp,"jboss,,,mpls,vrf,",1,0,telecom,isp,0,0
10982,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,rf optimization,telecom   isp,6-12 exp,"vrf,vrf analysis,,bss engineer,,",0,0,telecom,isp,0,0
10983,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,,telecom   isp,6-12 exp,"c c++ java,c c++ java",0,0,telecom,isp,0,0
10984,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,,telecom   isp,6-12 exp,"telecomm network desi,networkings,telecomm,system administratio,bts engg.",0,0,telecom,isp,0,0
10985,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss support engineer,bss support engineer,telecom   isp,6-12 exp,",,bss support,bts,cgi,citirix,win foil tool,citirix,clickshofware tool",0,0,telecom,isp,0,0
10986,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss support engineer,bss support engineer,telecom   isp,6-12 exp,",,bss support,bts,cgi,win foil tool,citirix,clickshofware tool",0,0,telecom,isp,0,0
10987,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bts engineer,bts engginer,telecom   isp,6-12 exp,"gsm,vrf,,gprs,ss7,wcdma,wimax,hsdpa",0,1,telecom,isp,0,0
10988,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,alarm surveillance engineer,b.tech ece  with 4+ years of experience in chip level reparing and bss alarm monitoring,telecom   isp,6-12 exp,",chip level repairing,bss alarm monitoring",1,0,telecom,isp,0,0
10989,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,application engineer,at aloft comm electronic testing pcb designing ,telecom   isp,6-12 exp,"matlab,good tedchnical skil,,automation,electronic testing,automation,pcb",0,0,telecom,isp,0,0
10990,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,area incharge,network engineer,telecom   isp,6-12 exp,",,cisco,leased lines",0,1,telecom,isp,0,0
10991,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant engineer,assistant engineer,telecom   isp,6-12 exp,"dwdm,telecommunications,,eosdh,eci 2k;100",0,0,telecom,isp,0,0
10992,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant manager,maintaining and handling of intelligent network services,telecom   isp,6-12 exp,",,desigining webistes,hlr,vlans,nsn",0,1,telecom,isp,0,0
10993,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,associate software engineer telecom domain,,telecom   isp,6-12 exp,"gprs,sql; pl sql ;oracle,hlr,wcdma,voip",0,0,telecom,isp,0,0
10994,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bss engineer,experience,telecom   isp,6-12 exp,"telecomm networks,,,telecomm,nokia bts",0,0,telecom,isp,0,0
10995,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bss engineer,,telecom   isp,6-12 exp,"networkings,pchardware,system administratio,",0,1,telecom,isp,1,0.78
10996,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,customer care executive computer operator,,telecom   isp,6-12 exp,computer operating h,0,0,telecom,isp,0,0
10997,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,ofc site engineer,optical fibers,telecom   isp,6-12 exp,optical networking,0,0,telecom,isp,0,0
10998,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,be e&tc 2+ year telicom experience in oparation & maintenance,telecom   isp,6-12 exp,",bts,sdc,ledger,gsm,bss enggineer",0,0,telecom,isp,0,0
10999,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,bss engineer,telecom   isp,6-12 exp,"transmission,gsm,awareness,vrf,wcdma,,drive test,wwcdma,telecommunications",1,0,telecom,isp,0,0
11000,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,bss telecom engineer,telecom   isp,6-12 exp,"network implementation,network monitoring &,specialty,network monitoring &,specialty,network specialty,html  hyper text markup language,java apis,,website designing,web designing",0,0,telecom,isp,0,0
